HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
3KL228NDMV7KV74Q3V5GAZ0ALYIKG9,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3YDTZAI2WY25ZANEQM2ZKF3Y9YR41I,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:36:28 PDT 2019,Thu May 02 12:38:17 PDT 2019,Fri May 17 12:38:17 PDT 2019,,,,109,100% (15/15),100% (15/15),100% (15/15),<b>Uncharted 4: A Thief's End</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>action-adventure, shooter</b>",,,,,,,,"Speaking of action-adventure, shooter games suitable for Teens, have you heard of Uncharted 4: A Thief's End?",,
3PUV2Q8SV4PGQKQ5VSRF5BENLCTDB8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,3ATTHHXXWBA7XI7MI4PA9PHIHDNXIW,A1MW021IG07IMF,Submitted,Wed Apr 24 21:39:29 PDT 2019,Wed Apr 24 21:40:11 PDT 2019,Thu May 09 21:40:11 PDT 2019,,,,42,100% (404/404),100% (404/404),100% (246/246),<b>Uncharted 4: A Thief's End</b>,,,,,,,Player perspective: <b>third person</b>,,Platform: <b>PlayStation</b>,,,,,"Speaking of third person PlayStation games, are you familiar with Uncharted 4: A Thief's End?",,
3PUV2Q8SV4PGQKQ5VSRF5BENLCTDB8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,3JC6VJ2SAC5JPH4E0AE2082FBCRA5Q,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:37:42 PDT 2019,Thu Apr 25 12:37:55 PDT 2019,Fri May 10 12:37:55 PDT 2019,,,,13,100% (334/334),100% (334/334),100% (277/277),<b>Uncharted 4: A Thief's End</b>,,,,,,,Player perspective: <b>third person</b>,,Platform: <b>PlayStation</b>,,,,,Have you heard of  Uncharted 4: A Thief's End? it's one of playstations' best third person exclusives.,,
33P2GD6NRNDYV3Z1N1NYVZCB0YVKH8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3TE22NPXPCYMR9KXD4L1IDA1LXD441,A1MW021IG07IMF,Submitted,Sat May 04 22:00:15 PDT 2019,Sat May 04 22:01:17 PDT 2019,Sun May 19 22:01:17 PDT 2019,,,,62,100% (404/404),100% (404/404),100% (246/246),<b>Super Mario World</b>,,,Developer: <b>Nintendo EAD</b>,,,,,,Platform: <b>Nintendo</b>,,,,,"If you're looking for a Nintendo game that was specifically developed by Nintendo EAD, Super Mario World is one. Have you played it before?",,
3D0LPO3EABK37PA5VTJFOGONBIRYOH,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3MMN5BL1W0QHD3QZJUGEU2ZVT03M3I,A1ELPYAFO7MANS,Approved,Tue May 07 19:40:02 PDT 2019,Tue May 07 19:40:18 PDT 2019,Sun May 12 19:40:18 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,16,100% (153/153),100% (153/153),100% (126/126),<b>Super Mario World</b>,,,Developer: <b>Nintendo EAD</b>,,,,,,Platform: <b>Nintendo</b>,,,,,"Since you're into Nintendo games, have you tried Super Mario World by Nintendo EAD?",,
3JMQI2OLFZQIRTF2YIWOW6EH217ND7,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3S96KQ6I9NQJ8QIGLGN2TPGZCC1TDH,A1MW021IG07IMF,Submitted,Wed Apr 24 21:58:35 PDT 2019,Wed Apr 24 21:59:00 PDT 2019,Thu May 09 21:59:00 PDT 2019,,,,25,100% (404/404),100% (404/404),100% (246/246),<b>Super Mario World</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,Has multiplayer: <b>yes</b>,,,,,,"For E rated games with a multiplayer option, Super Mario World is a good choice. Have you played it?",,
3HA5ODM5KAD11N7TXZD41MUUQQSVS2,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3VD82FOHKRATQ67UP36SF9SUUDWCOM,A1ELPYAFO7MANS,Approved,Tue May 07 19:41:26 PDT 2019,Tue May 07 19:41:55 PDT 2019,Sun May 12 19:41:55 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,29,100% (153/153),100% (153/153),100% (126/126),<b>Super Mario World</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,Has multiplayer: <b>yes</b>,,,,,,"Since you like playing multiplayer games rated E (for Everyone) with your kids, have you ever tried Super Mario World?",,
3YD0MU1NC2MVQ1K3Y1OXA8KLHJ5A7H,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3RUIQRXJBCAENPY3POJZQBENT56LL7,A1MW021IG07IMF,Submitted,Sat May 04 22:54:14 PDT 2019,Sat May 04 22:54:43 PDT 2019,Sun May 19 22:54:43 PDT 2019,,,,29,100% (404/404),100% (404/404),100% (246/246),<b>Super Mario World</b>,Year: <b>1990</b>,,Developer: <b>Nintendo EAD</b>,,,,,,,,,,,"And speaking of 1990 games made by Nintendo EAD, have you ever played Super Mario World?",,
3YD0MU1NC2MVQ1K3Y1OXA8KLHJ5A7H,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3ZSY5X72NYXXW8WD70WN44RGT2AROT,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:05:18 PDT 2019,Mon Apr 29 21:07:20 PDT 2019,Tue May 14 21:07:20 PDT 2019,,,,122,100% (9/9),100% (9/9),100% (9/9),<b>Super Mario World</b>,Year: <b>1990</b>,,Developer: <b>Nintendo EAD</b>,,,,,,,,,,,Super Mario World was released by Nintendo EAD in 1990. Did you play it back then?,,
375VSR8FVWU69SCQJ722WI2URG6RZY,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,38F71OA9GUICTF6S3PHGVBOSUHRMFQ,A1MW021IG07IMF,Submitted,Wed Apr 24 22:10:07 PDT 2019,Wed Apr 24 22:14:00 PDT 2019,Thu May 09 22:14:00 PDT 2019,,,,233,100% (404/404),100% (404/404),100% (246/246),<b>Super Mario World</b>,,,,,,Genres: <b>platformer</b>,Player perspective: <b>side view</b>,,,,,,,"You know, if you want a side view platformer there's always Super Mario World. Have you played it before?",,
375VSR8FVWU69SCQJ722WI2URG6RZY,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,3G5F9DBFOQJFXYR7C767LSJI1VJHVF,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:37:56 PDT 2019,Thu Apr 25 12:38:05 PDT 2019,Fri May 10 12:38:05 PDT 2019,,,,9,100% (334/334),100% (334/334),100% (277/277),<b>Super Mario World</b>,,,,,,Genres: <b>platformer</b>,Player perspective: <b>side view</b>,,,,,,,Are you familiar with Super Mario World? It's this delightful side view platformer,,
3AXFSPQOYQJJ6N2DAQZMRZ0L5UIFJ6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3WI0P0II62E6SB5OHRI7TAFHQASRDU,A33G1EEP3ZVBPL,Submitted,Thu May 02 13:20:58 PDT 2019,Thu May 02 13:22:55 PDT 2019,Fri May 17 13:22:55 PDT 2019,,,,117,100% (15/15),100% (15/15),100% (15/15),<b>Super Mario World</b>,,,Developer: <b>Nintendo EAD</b>,,,,,Has multiplayer: <b>yes</b>,,,,,,"Since you seem to be a fan of multiplayer games by Nintendo EAD, I thought you might like Super Mario World too. Have you heard about the game?",,
3AXFSPQOYQJJ6N2DAQZMRZ0L5UIFJ6,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3YMTUJH0DT268UZNS5M9QLMT0C7T4U,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:47:30 PDT 2019,Fri Apr 26 09:47:40 PDT 2019,Sat May 11 09:47:40 PDT 2019,,,,10,100% (334/334),100% (334/334),100% (277/277),<b>Super Mario World</b>,,,Developer: <b>Nintendo EAD</b>,,,,,Has multiplayer: <b>yes</b>,,,,,,Do you know of Super Mario World? It's this great multiplayer game from Nintendo EAD.,,
3CKVGCS3PGQL8M6DU2PFGT44VB6S0V,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3JAOYWH7VJQJMNXU0RG9L2NSTBPL9A,A1MW021IG07IMF,Submitted,Sat May 04 22:33:19 PDT 2019,Sat May 04 22:33:56 PDT 2019,Sun May 19 22:33:56 PDT 2019,,,,37,100% (404/404),100% (404/404),100% (246/246),<b>Crysis</b>,,,,,,"Genres: <b>action-adventure, shooter</b>",,,Platform: <b>Xbox</b>,,,,,"You mentioned action-adventure shooters for the Xbox, well, have you ever heard of Crysis?",,
3CKVGCS3PGQL8M6DU2PFGT44VB6S0V,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3X87C8JFV7XCIZ9612OWJJRCTXGQSC,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 10:59:30 PDT 2019,Tue Apr 23 11:03:47 PDT 2019,Wed May 08 11:03:47 PDT 2019,,,,257,100% (334/334),100% (334/334),100% (277/277),<b>Crysis</b>,,,,,,"Genres: <b>action-adventure, shooter</b>",,,Platform: <b>Xbox</b>,,,,,"Hey, you've got an Xbox right? I was just playing Crysis and I know you like action-adventure shooters, so i think you should pick it up.",,
344M16OZKI0NJZT2UD782OW22D8NE0,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:21 PDT 2019,,,3LEP4MGT3HMJC4OZLUWHTVAD653BDB,A1MW021IG07IMF,Submitted,Wed Apr 24 22:01:07 PDT 2019,Wed Apr 24 22:02:37 PDT 2019,Thu May 09 22:02:37 PDT 2019,,,,90,100% (404/404),100% (404/404),100% (246/246),<b>Crysis</b>,,,Developer: <b>Crytek Frankfurt</b>,ESRB content rating: <b>M (for Mature)</b>,,,,,,,,,,An M rated game developed by Crytek Frankfurt that I enjoyed recently was Crysis. Have you heard of it before?,,
344M16OZKI0NJZT2UD782OW22D8NE0,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:21 PDT 2019,,,3UWN2HHPUZRRF2WELAWFFPW7PANSNY,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:44:10 PDT 2019,Fri Apr 26 09:44:19 PDT 2019,Sat May 11 09:44:19 PDT 2019,,,,9,100% (334/334),100% (334/334),100% (277/277),<b>Crysis</b>,,,Developer: <b>Crytek Frankfurt</b>,ESRB content rating: <b>M (for Mature)</b>,,,,,,,,,,"The other day I was playing Crysis, it's this nice M rated game from Crytek Frankfurt.",,
3O2Y2UIUCQFEH78VSBZYSE0YKJIFK5,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3YDGXNSEO0GNAA7ZP7BEZPQ6NJ9488,A1MW021IG07IMF,Submitted,Sat May 04 22:01:18 PDT 2019,Sat May 04 22:02:19 PDT 2019,Sun May 19 22:02:19 PDT 2019,,,,61,100% (404/404),100% (404/404),100% (246/246),<b>Crysis</b>,,,Developer: <b>Crytek Frankfurt</b>,,,,Player perspective: <b>first person</b>,,,,,,,"I know Crytek Frankfurt has made a few different first person games, like Crysis for example. Have you played it before?",,
3BVS8WK9Q0GXYV6RN6SQW8U0E0BBIL,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3YDTZAI2WY25ZANEQM2ZKF3Y9P914F,A1ELPYAFO7MANS,Approved,Tue May 07 19:57:22 PDT 2019,Tue May 07 19:57:44 PDT 2019,Sun May 12 19:57:44 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,22,100% (153/153),100% (153/153),100% (126/126),<b>Crysis</b>,,,Developer: <b>Crytek Frankfurt</b>,,,,Player perspective: <b>first person</b>,,,,,,,"I know you like Crytek Frankfurt games, especially their first person games. Have you ever tried Crysis?",,
388CL5C1RJ89F9HJ81ZZAZPQPY0HL8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,39OWYR0EPLDCNWV6MS5RP6BZ3X5YF4,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:19:55 PDT 2019,Thu Apr 25 12:20:13 PDT 2019,Fri May 10 12:20:13 PDT 2019,,,,18,100% (334/334),100% (334/334),100% (277/277),<b>Crysis</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,,,Do you like multiplayer Xbox games? Then you'd love  Crysis.,,
388CL5C1RJ89F9HJ81ZZAZPQPY0HL8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3G0WWMR1UW6F2MH1T67AKPH686TNQ0,A1MW021IG07IMF,Submitted,Sat May 04 22:31:30 PDT 2019,Sat May 04 22:32:47 PDT 2019,Sun May 19 22:32:47 PDT 2019,,,,77,100% (404/404),100% (404/404),100% (246/246),<b>Crysis</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,,,"For multiplayer Xbox games, there's always Crysis. Have you played it?",,
