mr,ref,alignment
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","Blue Spice is a pub providing food that is near the Rainbow Vegetarian Café and riverside, and is children friendly.",(0: name) (16: eattype) (52: near) (80: area) (98: familyfriendly)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",If you like English food there is a family-friendly pub called Blue Spice near the Rainbow Vegetarian Café in Riverside.,(12: food) (36: familyfriendly) (52: eattype) (63: name) (83: near) (110: area)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is an English children friendly pub in Riverside near the Rainbow Vegetarian Café.,(0: name) (17: food) (25: familyfriendly) (43: eattype) (50: area) (69: near)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is in Riverside near the Rainbow Vegetarian Café which is a English pub that is also children friendly.,(0: name) (17: area) (36: near) (71: food) (79: eattype) (96: familyfriendly)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a pub located on the riverside near Rainbow Vegetarian Café.  They serve English food and it is kids friendly.,(0: name) (16: eattype) (35: area) (50: near) (87: food) (109: familyfriendly)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a pub located in Riverside near Rainbow Vegetarian Café which serves English food and is known to be kid friendly.,(0: name) (16: eattype) (31: area) (46: near) (83: food) (115: familyfriendly)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice near Rainbow Vegetarian Café in Riverside is a pub serving English meals and child friendly,(0: name) (16: near) (43: area) (58: eattype) (70: food) (88: familyfriendly)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",If you looking for children-friendly pub with English food go to Blue Spice near Rainbow Vegetarian Café.,(19: familyfriendly) (37: eattype) (46: food) (65: name) (81: near)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice us a pub in riverside near Rainbow Vegetarian Café. They serve English food and it's kid friendly.,(0: name) (16: eattype) (23: area) (38: near) (75: food) (97: familyfriendly)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a family friendly pub.  They offer English food.  It is located in the Riverside area near the Rainbow Vegetarian Café.,(4: name) (20: familyfriendly) (36: eattype) (53: food) (89: area) (113: near)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",An English serving  child friendly pub in Riverside is Blue Spice near Rainbow Vegetarian Café,(3: food) (19: familyfriendly) (34: eattype) (41: area) (54: name) (70: near)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",The Blue Spice is a pub. It is located near Rainbow Vegetarian Café in the area of Riverside. This is a family friendly pub serving English food.,(4: name) (45: near) (84: area) (104: familyfriendly) (120: eattype) (134: food)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","In Riverside, near the Rainbow Vegetarian Café,  you can find a family friendly pub called Blue Spice.",(3: area) (24: near) (63: familyfriendly) (79: eattype) (92: name)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly pub serving English food. It is situated in the riverside area near the Rainbow Vegetarian Café.,(0: name) (16: familyfriendly) (32: eattype) (44: food) (81: area) (105: near)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","There is a pub called Blue Spice which serves English food, is kid friendly, and is in riverside near Rainbow Vegetarian Café.",(11: eattype) (22: name) (46: food) (63: familyfriendly) (89: area) (104: near)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly pub specializing in English cuisine in the riverside area near Rainbow Vegetarian Café.,(0: name) (16: familyfriendly) (31: eattype) (51: food) (74: area) (94: near)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a pub located near Rainbow Vegetarian Café by the riverside. It serves English food and is children friendly,(0: name) (16: eattype) (33: near) (64: area) (86: food) (105: familyfriendly)
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","The Blue Spice is a family friendly pub, located in the area of Riverside near the Rainbow Vegetarian Café. The food they offer is English.",(4: name) (20: familyfriendly) (36: eattype) (65: area) (84: near) (133: food)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]","Blue Spice, located near Rainbow Vegetarian Café in the city centre, is a restaurant that also sells Chinese food.  Children should not visit.",(0: name) (26: near) (57: area) (76: eattype) (103: food) (115: familyfriendly)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",A restaurant named Blue Spice is located in the city centre. It is for adults and is close to Rainbow Vegetarian Café. They offer Chinese food.,(2: eattype) (19: name) (48: area) (71: familyfriendly) (95: near) (132: food)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]","The Blue Spice is a restaurant that also serves Chinese food, it's located in the city center. The restaurant isn't very family friendly, but the proximity to the Rainbow Vegetarian Café makes up for it.",(4: name) (20: eattype) (48: food) (89: area) (123: familyfriendly) (168: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Near Rainbow Vegetarian Café Blue Spice restaurant Chinese in city centre family friendly no.,(5: near) (29: name) (40: eattype) (51: food) (62: area)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",There is a restaurant Blue Spice located in the centre of the city that provides Chinese food. It is not family friendly and is located near Rainbow Vegetarian Café.,(11: eattype) (22: name) (48: area) (81: food) (105: familyfriendly) (142: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]","located in the city center. right next to the Rainbow Vegetarian Café, the restaurant, Blue Spice, has wonderful Chinese food. The Blue Spice is perfect for date night, but i wouldn't recommend bringing your family there.",(20: area) (47: near) (77: eattype) (90: name) (117: food) (209: familyfriendly)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is a restaurant located in the city centre. It has Chinese food and is not family friendly and is located near Rainbow Vegetarian Café.,(0: name) (16: eattype) (42: area) (63: food) (86: familyfriendly) (123: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a restaurant providing Chinese food It is located in the city centre. It is near Rainbow Vegetarian Café.,(0: name) (16: eattype) (37: food) (71: area) (96: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",In the city centre near the Rainbow Vegetarian Café there is a family friendly restaurant called Blue Spice. They serve Chinese food.,(7: area) (28: near) (63: familyfriendly) (79: eattype) (97: name) (121: food)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a restaurant providing Chinese food It is located in the city centre. It is near Rainbow Vegetarian Café.,(0: name) (16: eattype) (37: food) (71: area) (96: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]","For Chinese, head to Blue Spice. It's a family friendly restaurant located in the City Centre near the Rainbow Vegetarian Café.",(4: food) (22: name) (41: familyfriendly) (59: eattype) (85: area) (106: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a fusion restaurant and Chinese. It's located in the City Centre near the Rainbow Vegetarian Café. Families are welcome.,(0: name) (23: eattype) (38: food) (69: area) (90: near) (114: familyfriendly)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly restaurant located in the city centre. It serves Chinese food and is near the Rainbow Vegetarian Café.,(0: name) (16: familyfriendly) (32: eattype) (58: area) (82: food) (111: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",There is a non-family friendly restaurant along the riverside and near Rainbow Vegetarian Café. Its name is Blue Spice and serves Chinese food.,(15: familyfriendly) (31: eattype) (52: area) (71: near) (109: name) (131: food)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]","Blue Spice, a restaurant located riverside near the Rainbow Vegetarian Café, serves Chines food. It is not family friendly.",(0: name) (5: food) (15: eattype) (34: area) (53: near) (107: familyfriendly)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]","The Blue Spice is a great restaurant along the riverside, and is located near Rainbow Vegetarian Café. It is not family friendly, but serves Chinese food.",(4: name) (26: eattype) (47: area) (79: near) (113: familyfriendly) (144: food)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is a restaurant that serves Chinese food near the riverside and the Rainbow Vegetarian Café. It is not family friendly.,(0: name) (16: eattype) (39: food) (61: area) (79: near) (114: familyfriendly)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice restaurant in riverside serves Chinese food. It is not family friendly and can be found near Rainbow Vegetarian Café.,(0: name) (11: eattype) (25: area) (42: food) (66: familyfriendly) (105: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is a restaurant providing Chinese food It is located in the riverside. It is near Rainbow Vegetarian Café.,(0: name) (16: eattype) (37: food) (71: area) (94: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a family friendly Chinese restaurant in Riverside near the Rainbow Vegetarian Café.,(0: name) (16: familyfriendly) (32: food) (40: eattype) (54: area) (73: near)
"name[Blue Spice], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]","Blue Spice, a kid-friendly restaurant near the Rainbow Vegetarian Café in the riverside area, is a place where one can order Chinese food.",(0: name) (14: familyfriendly) (28: eattype) (48: near) (79: area) (127: food)
